FY19,DEPARTMENT_NAME,DIVISION_NAME,ORG_NAME,ORG_DESC,FUND,FUND_NAME,ACCT_TYPE,ACCT_CAT,ACCT_CODE,ACCT_DESCR,AMOUNT,FID
FY19,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,EXPENSE,Other Services and Charges,9150,Memberships,250,1199
FY19,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,EXPENSE,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,34888,1200
FY19,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,EXPENSE,Other Services and Charges,9200,Electricity,75000,1201
FY19,Facilities & Fleet Management,Fleet Management,Administration,1000 - Administration,6610,Motor Equipment-Operating,EXPENSE,Other Services and Charges,9340,Maintenance Service,25875,1202
FY19,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,EXPENSE,Other Services and Charges,9210,Natural Gas,69630,1203
FY19,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,EXPENSE,Other Services and Charges,9340,Maintenance Service,270000,1204
FY19,Facilities & Fleet Management,Facilities Management,Public Service Center,2110 - Public Service Center,6310,Facilities Mgmt-Operating,EXPENSE,Other Services and Charges,9440,Fleet Management Equipment Charges,4496,1205
FY19,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex Projects,3010 - 1120 Monroe Complex Projects,6311,Facilities Management-Capital,EXPENSE,Capital Outlays,9750,Building,239200,1206
FY19,Facilities & Fleet Management,Facilities Management,Bridgeview Bldg Projects,3020 - Bridgeview Bldg Projects,6311,Facilities Management-Capital,EXPENSE,Capital Outlays,9750,Building,157550,1207
FY19,Facilities & Fleet Management,Facilities Management,CARC Building Projects,3030 - CARC Building Projects,6311,Facilities Management-Capital,EXPENSE,Capital Outlays,9750,Building,330625,1208
FY19,Facilities & Fleet Management,Facilities Management,City Hall Only Projects,3050 - City Hall Only Projects,6311,Facilities Management-Capital,EXPENSE,Capital Outlays,9750,Building,463007,1209
FY19,Facilities & Fleet Management,Facilities Management,County Bldg Projects,3060 - County Bldg Projects,6311,Facilities Management-Capital,EXPENSE,Capital Outlays,9750,Building,1358304,1210
FY19,Facilities & Fleet Management,Facilities Management,Police Hdqtrs-1 Monroe Project,3120 - Police Hdqtrs-1 Monroe Project,6311,Facilities Management-Capital,EXPENSE,Capital Outlays,9750,Building,345270,1211
FY19,Facilities & Fleet Management,Facilities Management,Public Service Center Projects,3130 - Public Service Center Projects,6311,Facilities Management-Capital,EXPENSE,Capital Outlays,9750,Building,231655,1212
FY19,Facilities & Fleet Management,Fleet Management,Motor Equipment-Capital Fund,5000 - Motor Equipment-Capital Fund,6611,Motor Equipment-Capital,EXPENSE,Capital Outlays,9810,Vehicles,4642074,1213
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Personnel Services,7020,Full Time Employees,86606,1214
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Personnel Services,7040,Temporary Noncontract Employees,2500,1215
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Personnel Services,7055,Time & One-half,2500,1216
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Personnel Services,7105,Employers FICA,6623,1217
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Personnel Services,7110,Hospitalization Insurance,18720,1218
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,10710,1219
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,19688,1220
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Personnel Services,7135,Unemployment Compensation,120,1221
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Supplies,7520,Supplies,2000,1222
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Other Services and Charges,8010,Contractual Services,367104,1223
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,8400,Insurance Premiums,12032,1224
FY19,Fire,Fire,Fire Training,3000 - Fire Training,1010,General Fund Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,504,1225
FY19,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,EXPENSE,Personnel Services,7020,Full Time Employees,17220,1226
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Other Services and Charges,8450,Claims,3601,1227
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Other Services and Charges,8505,Employee Phone Reimbursement,525,1228
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Other Services and Charges,9000,Printing & Publishing,6426,1229
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Other Services and Charges,9200,Electricity,12250,1230
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Other Services and Charges,9340,Maintenance Service,20815,1231
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Other Services and Charges,9400,Land Rental or Lease,25000,1232
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Other Services and Charges,9410,Equipment Rentals or Lease,5831,1233
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,1749,1234
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Other Services and Charges,9440,Fleet Management Equipment Charges,7474,1235
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Other Services and Charges,9470,Employee Parking,696,1236
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Other Services and Charges,9480,Computer Services-from IT,7429,1237
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Capital Outlays,9760,Equipment,5000,1238
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Capital Outlays,9840,Software,10000,1239
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Other Financing,9952,Operating Transfers-A87 Cost,13066,1240
FY19,Facilities & Fleet Management,Fleet Management,Vehicle Storage,6000 - Vehicle Storage,2320,Vehicle Storage Facility,EXPENSE,Other Financing,9955,Operating Trans-Misc,154980,1241
FY19,Facilities & Fleet Management,Facilities Management,Capital Projects,9000 - Capital Projects,4010,Capital Improvement,EXPENSE,Capital Outlays,9750,Building,2836392,1242
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7020,Full Time Employees,1215829,1243
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7025,Acting Assignment,5177,1244
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7040,Temporary Noncontract Employees,15000,1245
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7055,Time & One-half,77375,1246
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7105,Employers FICA,52621,1247
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7110,Hospitalization Insurance,216000,1248
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,201747,1249
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,311676,1250
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,1817,1251
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Supplies,7520,Supplies,30009,1252
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Supplies,7910,Subscriptions and Publications,2733,1253
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,8010,Contractual Services,302482,1254
FY19,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,EXPENSE,Capital Outlays,9805,Computer Equipment,1500,1255
FY19,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7040,Temporary Noncontract Employees,44000,1256
FY19,Facilities & Fleet Management,Facilities Management,333 Market-Fleet Facilities,2060 - 333 Market-Fleet Facilities,6310,Facilities Mgmt-Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,606,1257
FY19,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,EXPENSE,Personnel Services,7105,Employers FICA,1320,1258
FY19,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,EXPENSE,Personnel Services,7110,Hospitalization Insurance,4320,1259
FY19,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,2124,1260
FY19,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,3912,1261
FY19,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,24,1262
FY19,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,EXPENSE,Supplies,7520,Supplies,5200,1263
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,8450,Claims,393416,1264
FY19,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,EXPENSE,Other Services and Charges,8400,Insurance Premiums,6742,1265
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,8500,Telephone,61264,1266
FY19,Fire,Fire,Fire Training,3000 - Fire Training,1010,General Fund Operating,EXPENSE,Supplies,7520,Supplies,3200,1267
FY19,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,EXPENSE,Other Services and Charges,9180,Water,14455,1268
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,8505,Employee Phone Reimbursement,921,1269
FY19,Fire,Fire,Fire Training,3000 - Fire Training,1010,General Fund Operating,EXPENSE,Other Services and Charges,9110,Other Travel & Training,3900,1270
FY19,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,EXPENSE,Supplies,7520,Supplies,13000,1271
FY19,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7055,Time & One-half,13000,1272
FY19,Facilities & Fleet Management,Facilities Management,333 Market-Fleet Facilities,2060 - 333 Market-Fleet Facilities,6310,Facilities Mgmt-Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,1116,1273
FY19,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,EXPENSE,Other Services and Charges,9200,Electricity,160000,1274
FY19,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,EXPENSE,Other Services and Charges,9410,Equipment Rentals or Lease,4400,1275
FY19,Facilities & Fleet Management,Fleet Management,Administration,1000 - Administration,6610,Motor Equipment-Operating,EXPENSE,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,398183,1276
FY19,Fire,Fire,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,8510,Postage,10200,1277
FY19,Facilities & Fleet Management,Fleet Management,Administration,1000 - Administration,6610,Motor Equipment-Operating,EXPENSE,Other Services and Charges,9450,311 Call Center Services,1213,1278
FY19,Fire,Fire,Fire Training,3000 - Fire Training,1010,General Fund Operating,EXPENSE,Other Services and Charges,9150,Memberships,1380,1279
FY19,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,EXPENSE,Other Services and Charges,9460,Engineering Services,5100,1280
